id,tweet,label
8406,im so excited to get my pink s4 im so done with this iphone #ugh #excited,1.0
8407,dear #iphone5 fuck you youre making my 4 crash run slow and all my apps are fucked up #apple #technology #stupid #fml,0.0
8408,i dont know what will make me but i know it not a refrigerator with apps #samsung,1.0
8409,going to charge my phone at the gym since all of my charger have broken,0.0
8410,i appreciate the free stuff you have given u for having p but you are taking the piss sony fuck you #nodriveclub #nodrm #sony,1.0
8411,my love HappyfacesmileyConfusion #my #tattoo #blond #hair #girlfriend #kiss #boy #czech #photo #iphone #eyes #life,1.0
8412,dj friend of mine had laptop issue last nighti told him to plug the 18 cord into his phone to play music til i got there but he ha a crapple apple phone no headphone jack he should get a samsung like me problem wouldve been solved,1.0
8413,new phone new me dont know how to use this p #newphone #sony #xperiae,1.0
8414,got my beauty back #samsung #s4 #white #new by ievya,1.0
8415,thinking of an iphone5 think again the only 4g network on which the iphone 5 will work is that of ee,1.0
8416,#iphone case coming soon check website #cute #igers #style #swag #fashion #pretty #instacool,1.0
8417,this feeling when you lose your appstore approval virginity #ios #apple #appstore pictwittercomdzz4jzegyz,1.0
8418,we would like to wish you an amazing day make every minute count #tls #today #iphone #accessories #news #life november 29 2014 at,1.0
8419,ready set listen #data is out now namesstrange #newmusic #friday #al# #release #name #strange #music #proud #recordlabel #apple #spotify #googleplay #amazonpictwittercomj11vujanbg,1.0
8420,travel happy #wanderlust #wanderer #contemporary #sawage #travel #youtube #youtuber #influencer #beach #manglore #karnataka #oneplus #oneplus2 #shotononeplus2 #chillout #instagood ,1.0
8421,#2014 #new #year by #sony #a7 #2870oss at #ø #ÿø #ÿ¬ #33 #¡¡ª,1.0
8422,i love my job and the people i work forwith #samsung,1.0
8423,alex i love you #alexanderskarsgard #trueblood #eric #iphone #instagram #iphoneonly #photogram #pop,1.0
8424,thank you #apple for deletng everything on my phone when i wa just trying to update my phoone rself,0.0
8425,sony is back online whoop whoop #sony #psn #psndown #ps4 #psnup #psnetwork #playstation #playstationnetwork,0.0
8426,im in love Happyfacesmiley #samsung #samsunggalaxy #mobiel #mobile #new #nederlands #hout #woud #galaxy,1.0
8427,how did my battery drain to 40 when ive been up since 7Happyfacesmiley0 am iphone,0.0
8428,mzbreeziiee iphone doesnt have very good grammar support huh ahahhaha Laughing Out Loud,1.0
8429,chinatowncoffee it would be all kind of awesome if that app wa droidaccessible,0.0
8430,heyemmadonnell # wtf im sitting here with the first ipod touch ever,1.0
8431,new phone case #thankshelen #china #sparkles #iphone #iphoneisa #instadaily #floral #flowers,1.0
8432,love green Happyfaceorsmiley #green #natural #water #photo #picture #iphone #indonesia #sulawesiutara,1.0
8433,once upon a time #night #lights #marine #drive #male #maldives #sony #xperiaz1 #xperiaz1moments,1.0
8434,santa is at the apple store just genius d #apple #advertising #santa #christmas,0.0
8435,goodmornin #insta #iphone #instaface #instaface #instagram #doog #kiss #sunn #sexy #share #follow,1.0
8436,#mac computer get malicious fakeinstaller trojan  #apple #iphone #hatemac #wakeup,1.0
8437,until next thurs 6pm who on your love shopping list ask q in advance for next week here #download the shoppinglist #app for #iphone #drandrew #relationships #dating #datingadvice #iphone pictwittercom5oozk4izh5,1.0
8438,timcook #hateapple #iphone7no new designno wireless chargingno iris scanneriphone7 plus is too huge no wireless headphone in package,1.0
8439,new phone #iphone6 #gold #apple #newphone #me #so #big #thin,1.0
8440,wwdc nothing really special about the new iphone they need to take lesson from the android evo #fail #iphone #apple,1.0
8441,ed hardy iphone 3g x snapon love kill #705105331959 #ed #hardy #iphone #kills #snapon,1.0
8442,#iphone headphone break always often within three month pair 6 broken #apple,1.0
8443,samsung grand doodle case #diy #samsung #grand #doodle #case #blackandwhite,1.0
8444,well i updated my iphone and its all jacked up #apple #fixit,0.0
8445,feel sorry for #samsung wa about to #cop that #joint #note7 but got the #iphonese #small but,0.0
8446,#laughing in a month im going to buy a new #samsung mobile phone,1.0
8447,phone still at 35 percent how did i manage that #apple #iphone5,1.0
8448,i use #bing on my #apple device it my way of saying #capitalism #freedom #murica #bitcheslovebillgates,0.0
8449,first tweet with my brand new #macbook space grey #apple,1.0
8450,rt hoochymail brand new story up at my #iphone connection personalize your own it free ## #romance,0.0
8451,my phone macbook and ipad are tweeeking so hard right now skipping not loading opening and random clicking #embarrassing,0.0
8452,first time i have an apple after a long time and it taste horribleFrownsadandryorpouting #thestuggletoeatfruitsisreal,1.0
8453,its friday #actitud #boy #picoftheday #peace #iphonex #instapic #instaboy,1.0
8454,the ultimate fbi quiz #ff #friends #gratitude #ipad #iphone #blackberry #entrepreneur,1.0
8455,feel like cry cant get into my vine viddy or cb channel account on the stupid apps #hateapple,0.0
8456,#free on #ipad #iphone #kindle for amazon prime dawn girl #retweet #tech #news #amreading #thriller,1.0
8457,currently downloading #fortnite for the #ps4 gonna give it a go and see what the hype is about may return to #gtav or i may get lost in fortnite never to return who know Laughing Out Loud #gaming #playstation4 #gamergirl #newbie #life #sony #likes,1.0
8458,android market share is now four time that of apple four time #justsayin,0.0
8459,i this #jailbreak #tool #apple #iphone #ipad #ipod #ios #7,1.0
8460,stupid # ipad with no flash player wont let me watch online stream of unitedcity match tonight #worstdayever,0.0
8461,my new sony xperia sl #yeppie #androidphotography #sony #cellphone #gadgets #fav #peace,1.0
8462,i might be the most happy human beeing alive right now #iphone7plus #apple #igoit #iphone7 #iphone #mylove #thanksgod applepictwittercomjeka2i0jdw,0.0
8463,luxury #car #iphone #iphonesia #apple #tech #photooftheday #twelveskip #instadaily #success,1.0
8464,#android war dont bother me any more #samsung versus #htcone doesnt matter any more i a extremely being on #nokialumia720,1.0
8465,nikkynicole samsung galaxy s ii rated better than the iphone in fact i kicked the iphones butt,1.0
8466,¬§« ¬¯ retweet ¬§« ¬¯ follow all who rt ¬§« ¬¯ followback ¬§« ¬¯ gain with me rt now ¬§« ¬¯ #iphone #sougofollow #ff gk0s,1.0
8467,over 10000 #steps yesterday and almost 5 mile #walked #exercise #workout #weightloss #health #wellness a seen from my #apple #watch synced with the #withings #nokia #healthmate #app Happyfaceorsmiley #geek #quantifiedself #thankful #grateful #weekend #neverstop #relentlesspictwittercom8sf4uafb0u,1.0
8468,im so effing happy #treatyoself #samsung #galaxyview #sale #att #bigscreen #art,1.0
8469,ive been waiting for this moment for a long time finally #apple #iphone #cool #technology,1.0
8470,i give up with my ipad about ready to reset it dont even care about the picture or anything #sodone #teamandroid,1.0
8471,#google #samsung nexus s unlocked phoneus warranty bl by samsung  #pop #rock #pop #culture #touchphone,1.0
8472,itunes is such a fucking piece of shit you never give me the song im looking 4 i dont want the karaoke version #apple suck,0.0
8473,i dont think i could complain enough about #ios7 an any other #apple product,0.0
8474,photo new phone case just came in the mail from china #hellokitty #iphone #case #china taken with,1.0
8475,dear #apple you stupid fucking inadequate piece of shit send me the watch i ordered 2 fucking plus month ago #applewatch,0.0
8476,cheer to that #cheers #whiskey#alcohol#sunday#winter #cold#nature #me #jj #jjforum #igfame #iphone,1.0
8477,quality time #samsung #opudepartement #fun #joyfull bandar jakarta resto summarecon,1.0
8478,for anyone thinking of updating to ios73 dont bother #ruinedmyphone #nothappy,1.0
8479,and apple want me to spend an extra 10 a month for music #no #apple,1.0
8480,fall in love with her every time #wifey #mylife #cute #iphone #girlfriend #beautiful,1.0
8481,icloud is the reason that we cant have nice thing  where are my 11000 image,0.0
8482,hello twitterworld summer 2016  #zeeland #samsung #europe #brouwershaven #grevelingenmeer #visithollandpictwittercomlgsfl7tszo,1.0
8483,my #cute and oh so #girly #case for my new #ipadair #apple #happiness my apple collection is,1.0
8484,gain follower rt this must follow me i follow back follow everyone who rts gain #iphone #sougofollow x38,1.0
8485,playing with my new toy testing a new #motorola #microcells vodafone lab vodafone village,1.0
8486,#swiming #pool #summer #solo #jumping #sony #xperiaz3 #z3 #alliswell grand taner hotel,1.0
8487,photo #dinner #bbqchicken #salad #apple #glutenfree #healthy #colorful place #lowcarb,1.0
8488,gain follower rt this must follow me i follow back follow everyone who rts gain #iphone #sougofollow v,1.0
8489,trying to find a ps4 in stock is like trying to find a turbo man in jingle all the way #putthecookiedown #ps4 #sony #psn #stock,0.0
8490,dear #apple #fuckyou for putting the icing on the cake did i really have to go through all that for my free #nicktoons,0.0
8491,#apple doesnt have twitter cause they dont want u to tweet how much they,0.0
8492,new ring #iphonex #canon #canoncamera #followme #follow4follow #ring #fashion #tragedy,1.0
8493,when the 7 dropped my charger port stopped working now my home button isnt working ima keep gettin minor # fixed #apple,0.0
8494,casper ps1 #gaming #casper #retro #ps1 #playstation #sony #picoftheday #instadaily #smile ,1.0
8495,anyone else wanna punch word with friend over some dumb update ive done it twice and it still say i need to update #ugh apple,0.0
8496,oneplus one status delivered #oneplus #oneplusone #geek #smartphone #neversettle,1.0
8497,and #apple continues to #suck trying to charge my girlfriend well over 1200 to fix her mac i can build a better pc for le than that,0.0
8498,q bored a punch quest #game #app #apple #iphone #awesome #fun #punch #quest #fight #bored,1.0
8499,friday and we love it Happyfacesmiley #friday #party #weekend #htcone #iphonecase #samsung #lgcase,1.0
8500,fun apps for kid ready to laugh out loud best kid apps #kids #facemelter #picture #iphone #talkingcarl,1.0
8501,the end  penny dreadful shocks #news #photography #fashion #health #fail #tech #ipad #iphone #funny #lol,1.0
8502,really should move my iphone off my bed it annoying me that it fucked apple,0.0
8503,#samsung your update yesterday ha messed my cell up thanks #samsungsucks,1.0
8504,you cant use this version of the application vmware fusion with this version of o x great #apple,0.0
8505,happy wakesurf babe #wakesurfgirls #superwet #vinkeveen #vinkeveenseplassen #nautique #wakeboarden #liquidforce #liquidforcenederland #redbullned #gopro #redbull #samsung ,1.0
8506,whatever the #jury say #iphone #apple #samsung with it #galaxy series is the #realthing #screwapple #apl,1.0
8507,trying it on the other side #hair #iphone #igers #lastminute #lastcall #igers,1.0
8508,so happy with note3 after the factory reset #note3 #samsung #galaxy,1.0
8509,july9 # # #inø #festival #enjoy #marshmallow #apple #candy #pink #yellow #red,1.0
8510,#ios8 i have an iphone 4 what about me it so unfair that only people with latest cellphone are allowed to have it #apple,0.0
8511,my old exact #1995 #sony #playstation #box #artwork prior analog stick #orginal #model sold my #segasaturn purchased my #ps1 i turned 12yrs in #november very #kid #peace ,1.0
8512,new phone haha  #phone #sony #xperia #z3 #yeaaa #nomoreiphone,1.0
8513,fotorcom #fotor #fotorapp #okapi #fun #funday #event #sony #cr8vease randburg sport complex,1.0
8514,my new s3 case #samsung #android #phone #new #case #animalprint #asian #cute #igers,1.0
8515,cant agree more thats why im still programmed in basic rt sirblacktye my htc phone#iphone suck,0.0
8516,im minorly inconvenienced but theyre taking care of it and me thats the absolute best you can ask for thanks #apple,0.0
8517,sell what you want from wherever you want download the app #anyplace #anylocation #time #sales #success #store #location #mobilapp #app #apps #ios #time #share #life #technology #partner #news #iphone #techpictwittercomprdktt4bqu,1.0
8518,hey iphone lover new one in sept i hear the tent outside the store have already started hahaha,1.0
8519,look what i treated myself to Winkorsmirk #ps4 #gamecontroller #girlgamer #gamersunite #gaming #new #digitalnomad #ftw #gamers #sony pictwittercominzc1vaiqq,1.0
8520,pcrichardandson best online sale rep great customer service #samsung tv yay,0.0
8521,yay he ha a friend now lol #minion #fav #cute #ellooooooo #buddies #iphone #covers,1.0
8522,#kids why the platypus doesnt sing get it for #iphone #ipad,1.0
8523,night with sam young #instagramers #instagood #statigram #tweegram #iphonesia #iphone,1.0
8524,you know when you havent got to be up early for work so a quick sesh on #gtaonline turn into 5hours erm yeah that #gtav #gaming #sony #ps4 #playstation #gamergirl #sesh #wheredidthetimego #likes,1.0
8525,sunset one minute ago #samsung #europe #sunset #zeeland #dezeekust #buienradar #weeronline #stormhour pictwittercompknj6u3ws4,1.0
8526,it going to take me fucking year to get back all the song on my new ipod,0.0
8527,sony x oli bear toy #toy #bear #taiwan #sony forvictori ibgdrgn,1.0
8528,yay here they are let see if they are worth the money #airpods #apple ,1.0
8529,takida is 10 month today #dog #funny #sweden #photooftheday #photo #iphone,1.0
8530,zippythequick window 8 then io 8 sound like theyre trying to play catch up #crapple #teamwindowsphone,1.0
8531,#free on #ipad #iphone #kindle for amazon ku and prime story untold #retweet #nowplaying #breaking ,1.0
8532,confusion #instagood #idk #random #iphone #iphoneography #white #black #quote #forever #ig #itsmarrox,1.0
8533,we would like to wish you an amazing day make every minute count #tls #today #iphone #accessories #news #life august 01 2018 at 0700am,1.0
8534,got an early birthday present today d #new #phone #birthday to me #galaxys5 #samsung ,1.0
8535,my omelet is happy today face #smiling #smilies #eggs #breakfast #morning #note3 #samsung #android,1.0
8536,# star war knight of the old republic is now on the #ipad guess who life just got a whole lot better #starwars #games #apple,1.0
8537,on tv during samsung launch two day ago Happyfacesmiley #jess #hotel #work #blue #samsung #technology #tv,1.0
8538,gain follower rt this must follow me i follow back follow everyone who rts gain #iphone #sougofollow eª83,1.0
8539,officially a #samsung employee #proud #kick# #awesome #igaddict #igers #instadaily,1.0
8540,how the iphone #revolutionized our #lives #iphone #apple #tech #technology #evolution,1.0
8541,audiosleaze a far a im concerned saying anything is the best apple item is like saying it the best form of herpes,1.0
8542,i am in love with my new camera Happyfaceorsmiley #camera #christmas #christmaspresents #samsung,1.0
8543,gain follower rt this must follow me i follow back follow everyone who rts gain #iphone #sougofollow e2,1.0
8544,#fact youd your #iphone more if You had #lukas rossis app #music #lukasrossi #follow lukasrossi,1.0
8545,who know the best way to back up a mac #apple,1.0
8546,#life got #samsung s111 galaxy #camera #apple ipad #kuantan #pahang,1.0
8547,yay guess who get a crapload of free advertising today no not torching igloo yes that lame company that isnt an orange,1.0
8548,no one save u but ourselves no one can and no one may we ourselves must walk the path buddha #buddha #quote #me #monday #motivation #bloggers #bestoftheday #pretty #amazing #video #watchme #fashion #beautiful #samsung #swagpictwittercomwlhrtpohku  at glendale galleria,1.0
8549,do not understand the point of getting a sim for a ipad when you cant download or watch anything without wifi,0.0
8550,#must #watch #movie #rip #steve #jobs #apple #forever #forlife #iphone #ipad #ipod #imac,1.0
8551,yeah i cant do it im going to buy a macbook pro in december time to #save some #money apple #apple #macbookpro,1.0
8552,massimiliano99 wah missing prom #prom #2012 #takemeback #pier #chelsea #city #iphone #iphoneonly #iph,1.0
8553,iphone x why you shouldnt buy sssniperwolf #real #brah #apple via youtube,0.0
8554,where doe this ipad save attachment to email when i save them i cant find it and google is worthless,1.0
8555,another shot from the pier with my iphone #iphone #instahot #life #like #fun #florida #warm #city#foll,1.0
8556,this phone a # piece of shit #apple #can #a #dick,0.0
8557,all day trying to solve these error on my mac nothing worked pissed off tomorrow will be spent reinstalling everything,0.0
8558,lovely bw edited picture wow thescw #iphone #iphoneography #photo #oldcamera #unreleasedapp #photography,1.0
8559,stephennolanaaaghstephen you had your chance ta get rid of apple you blew itmy heart go out to ya,0.0
8560,look what i got ahh Happyfacesmiley #apple #ipad #excited #yolo #white #ymcmb #appledaft #instadaft #inst,1.0
8561,get all your iphone accessory here case data cable power headphone more #apple #iphone #southport #liverpool #thursday pictwittercomxq0l3r2ra0,1.0
8562,finally i have a new fucking phonee and i it #samsung,1.0
8563,my old exact #1995 #sony #playstation #box #artwork prior analog stick #orginal #model sold my #segasaturn purchased my #ps1 i turned 12yrs in #november very #kid #peace ,1.0
8564,i walk into #apple with appointment sorted 64 yo lady walk in without appointment they treat her like shit #applesolihull,1.0
8565,tried to fix phone by doing a restore and in doing so managed to wipe all my app data including pic and msg #gutted #greetin,1.0
8566,tswift got this new song releasing tonight too bad it only on itunes ha,1.0
8567,summer is back in germany #germany #today #iphone #sun #summer #instagram #instagood #instamood,1.0
8568,dont get hacked #fuckyou #sony #boies dont blame #twitter user blame ur exec ur security #theinterview,1.0
8569,gain follower rt this must follow me i follow back follow everyone who rts gain #iphone #sougofollow #o,1.0
8570,1 bn dollar is the charity work done by samsung take it and shut the fuck up #samsung,1.0
8571,man my fucken sound doesnt fucken work for my iphone #apple,1.0
8572,happy in holland Confusion #samsung #zeeland #noordzee #perrys #duvel #feelgood #brouwersdam #beachclubpictwittercom5uwycebf5m,1.0
8573,no one ha warned me during my shop ñ hvae given my turkish passport to buy i want phone repair support,0.0
8574,gulped rhyme with pulped sculpt check out #rhyme for #iphone,1.0
8575,didnt think it wa possible but ive just fallen in love with my iphone all over again #c25k #iphone,0.0
8576,would #love to #instagram but my #ipod is #broken after only 2 year of use #apple product #fail #tech #failure #dontbuyapple they,0.0
8577,beach #oceanmedallion #oceanoptimism #oceanwaves #oceans8   #oceanwaves #nature #iphone #ipad #ios,1.0
8578,# #iphone 55 battery and fully charged 2 hour ago me think my salt rubbing update will end shortly #oktoberfest,1.0
8579,got it xd #feel #so #smart #phone #samsung #galaxy #s4 #samsunggalaxys4,1.0
8580,crap seems im gonna lose all of latest video so i can be able to save the new one grr apple,0.0
8581,my phone and my friend phone Keep It Simple Stupid each other they are in love #iphone #mickeymouse #phone ,0.0
8582,thought i cant wait for the next iphone #legit #swag #apple,1.0
8583,  ­ accessary oklets go #gym #sony #nike #garmin fitness dome,1.0
8584,i have 1 dell pc 2 dell laptop 1 hp netbook 2 android phone dell htcConfusion no apple product oh a 1st gen ipod sorry,1.0
8585,got my phone case finally #iphonesia #iphone4 #skulls #flowers #phonecase #sodope #apple,0.0
8586,flag photo frame #android #apps #unitedstate #cute #colors #igers #iphoneonly #guitarplayer #iphone,1.0
8587,everytime i order an apple product i want to punch the seller in the face right after i punch myself in the face com,1.0
8588,yeeee ha finally arrived#cover #iphone #chanel #tweegram #photooftheday #me #instamood,1.0
8589,#mjfam #boycott #aeg #sony #fakemjestate they #killed him and get away with murdered aeg,1.0
8590,my pie is gonejust like that smh #lol #outofhere thanksgiving #thanksgiving #mypie #apple #pie,1.0
8591,my awesome blog #blog #blog #awesome #cool #funny #fun #amazing #blogger #youtube #google #what #apple #super,1.0
8592,iphone app video review pixn love rush #iphone #app #video #review #pixn #rush,1.0
8593,ice cream run #cute #summer #instaddict #mylife #iphone #family #memories #stacited #brother #cutie,1.0
8594,there is no such person a an apple geek it called an apple freak #applefreak #notapplegeek,0.0
8595,why oh why #sadface #att #attproblems #data #interwebz #instagram #instagrammer #boo #nolimit #sony,1.0
8596,my photo 111213 photograph kaktop #december #jump #sony #shot #likeforlike #me,1.0
8597,quadriceps rhyme with rep skep prep step niepce steppe use #rhyme for #iphone,1.0
8598,#sos #thankgod for my #iphone #flashlight #app #apple #nopower #sandy #sandyproblems #h c20 block,1.0
8599,applesupportrss im sitting at gc store waiting for my 4pm appointment for faulty battery and the staff canceled my appt #apple,0.0
8600,apple minute are at least 100 longer than normal minute #bastardupdates,1.0
8601,weebed up my new phone now it is truly mine #killlakill #samsung,1.0
8602,saturday #retweet #ipad #iphone #teamfollowback #edm #house #trap #plur #ultra #edc,1.0
8603,this is the best day ever #e3 #girline3 #ps4 #sony pictwittercomjxmqst2m8g,1.0
8604,the only way my battery doesnt die in 5 hour is if all the brightness is down apple,0.0
8605,im in love #family #tree #climbing #model #instakid #smile #sundayfunday #apple,1.0
8606,can you guess which is mine #starbucks #iphone #awesome #amazing #halfoff #feelinggood #mothersday #n,1.0
8607,stupid pencil liner i forgot my eyeliner brush #iphone #smoke #4s #apple #instanation #cloud9,1.0
8608,get a grip on your phone shop popsockets #popsocket #getagrip #iphone #samsung #vivo #agnee #fuelyourfire #agneeadventures #india #sale #fifaworldcup #fifaworldcup2018 #music #holidays #france #argentina #fraargpictwittercombeisbbwstn,1.0
8609,my mom text #shesthebest #text #iphone #emoji #beyonce #beyhive,1.0
8610, #followtrick  retweet  follow all who rt  #followback  gain today #iphone #sougofollow 6g,1.0
8611,updated my #ipad now im locked out 4 60min applesupportrss say i have 2go to the store upgrade #apple #upgrades appstore,1.0
8612,i want to change my pic but cant unless i go on my laptop # iphone apple,1.0
8613,anyone know of a good interface to #itunes so i can grab all my old music and add it to my new computer and link iphone,1.0
8614,i hate apple just spent 70 minute on teying to update my ipod and it didnt even work #mad #tooconfusing,0.0
8615,working at home Happyfaceorsmiley too many window a second screen work great #work #apple #samsung ,1.0
8616,to enjoy a beautiful #sunset on today #evening #bicycleride #iphonex nathaliea96,1.0
8617,10pcs exquisite squishy random charm in #iphone strap #toys decor #free #shop #style #sales #today #giveawaypictwittercomhdfuk6f4cr,1.0
8618,#fuckyou #apple force me to update to 932 and wifi work so #fucking weak it even disconnect halfway,0.0
8619,top photo app available now 360 #photography #girl #iphone5s quote #iphone #valentine 573 ,1.0
8620,#peacepics #music #freedom #religion #hiphop #randb #soul #sony #peace #sanity what keeps,1.0
8621,beanpole rhyme with vole soul role roll pole poll apply #rhyme for #iphone,1.0
8622,photo suck you iphone  #iphoneasia #iphone4 #iphone4s #iphone5 #apple taken with instagram at,0.0
8623,hananachmad #me #husband #kiss #miss #always #forever #home #samsung #android #iphone,1.0
8624,# ya i had to buy it #orgasm #drink #fitness #yum ## #hyfr #honda #iphone #causeican #funny #wat,1.0
8625,#numbersaddict #iphone #ipad #it rating 55 msj127 try it for #free love this game it is sooo addicting,1.0
8626,i should not have to delete all my # to get ios6 i should not have to have 1 app and 1 picture for that bull shit #apple,0.0
8627,swear i hate my iphone charger feel like im putting my cord in every kind of position there is in order 4 it to charge #apple,0.0
8628,85 km run 12 000 step 55 min run 700 calorie #running #get fit #samsung shealth fitness app gps map of run,1.0
8629,new toy #ipod #ios #apple #new #toy #praisethelord #blessed #nice #white #ipodniphone #applefan,1.0
8630,told you i wa a vampire #vampire#makeupartist #mua #art #nyc #sexy #summer #iphone #instahub,1.0
8631,special app for valentine  #fashion #rt #girl poem #valentineday #iphone #ª 670,1.0
8632,me and rilla Confusion #cute #rillakuma #doll #picnic #hyper #ipad2 #samsung #android #galaxy #iphone #si,1.0
8633,i wish my phone didnt die within like 4 hour of being off the charger iphone,0.0
8634,# you play station network did the update and still say system undergoing maintenance #sony #psn #pissed #iamgonnabuyanxbox,1.0
8635,new working place Winkorsmirk #music #songmaking #song #samsung #working #space #yolo #nice,1.0
8636,calling from aki nando #2013 #screenshot #incoming #call #celcom #samsung #sony #android #aki #torr,1.0
8637,mini76 ok think the 101 is about 399 similar to basic ipad2 in price so i know which id go for if i had dosh to spare,1.0
8638,#iphone #wordpress #drupal #gardening #cooking #software #designer #mommy #kids #art #knit #wife #organic not in that order Confusion,1.0
8639,stand up for our right to free speech #sony is a bunch of pussy id add a little to #northkorea in the credit #theinterview,1.0
8640,did apple run out of nonapplicable adjective to their product or did they just not realize discover is a verb #stupidcompany,1.0
8641,spongebob squarepants #instagood #iphone #iphoneonly #followme #spongebob #patrick #lazy #90skid #ye,1.0
8642,my new favorite headphone which are made specifically for djing #dj #sony #sonydj #yes pictwittercomlyfffrdgze,1.0
8643,rt ishareart2011fabiodesu ozazzio 163 on #officialfm #art #arte #now #today #here #tt #ff #nokia #iphone,1.0
8644,psychedelic fish #art #artwork #digitalart #fish #goldfish #photography #samsung #colourful #lines pictwittercomenn0lkpxig,1.0
8645,dont keep calm and go skateboarding #fuckyou #i #go #skateboarding #allday #fuck #snow #apple,0.0
8646,new stiker cover for my phone ilove it be happy #phone #note3 #samsung #cover #cute,1.0
8647,iphone fully charged at 7am this morning it 1015am battery is down to 64,1.0
8648,follow capetownsup on instagram #sup #surf #fun #capetown #funny #sexy #me #samsung pictwittercom3ff525myad,1.0
8649,fresh butterfly  steemit  #butterfly #new #fresh #nature #color #colors #wow #cool #like #look #photo #photos #photography #image #images #sony #sonyphotography #sonyphoto #sonyphotos #sonylens #lens #photofeed #feed #follow #art #artphotography #a,1.0
8650,love the #newipad very impressive #ipad #apple #great #excited apple,1.0
8651,im not crazy im just happy #beautifulday #like4like #follow4follow #iphone #iphonephoto,1.0
8652,i luv my zune so i dont know why rip zune player trending,1.0
8653,enjoy my wekkend #fun #friend #selfie #home #camera #summer #samsung #take #great #wather,1.0
8654,tried to book appt to get iphone battery replaced none for next week anywhere in dc area apple guy told me they do 2500hr thats 30000day 7 store in dc area thats 210000day 1470000week that mean 1 in every 6 people in area is scheduled liar,0.0
8655,iphone x in the snow of my garden #apple #iphone #dreams #iphonex #garden #iphone8 #lens #luxury #garden #photooftheday #gag #ios #photooftheday #iphone10 #iphone8plus #pretty ,1.0
8656,thanks for a new handphone mom Happyfaceorsmiley #gift #samsung #core #yeay #instapict #instashare #instalike,1.0
8657,#beauty #shopping #aliusaexpress #iphone #ios #app 2016 new edition lenovo ideacentre high performance fl,1.0
8658,#organic #farming #dalandan and #apple #snack for more high quality,1.0
8659,gain follower rt this must follow me i follow back follow everyone who rts gain #iphone #sougofollow 3Confusion,1.0
8660,throwback lizdellaratta #tbt #throwback #throwbackthursday #ily #heart #iloveyou #iphone #iphone5 #,1.0
8661,my new toy samsung galaxy s3 mini #samsung #s3 #mini #white #new #yeahhhhhpictwittercommx2nssafzg,1.0
8662,you saucy tart #me #mother #mothersday #hooker #home ## #style #igla #igers #iphone #iphone5,1.0
8663,happy birthday to me birthday toooo meeeee think im gonna get en #apple macbook today Happyfaceorsmiley,1.0
8664,just picked up my new samsung galaxy tab i love getting new technology Happyfacesmiley #samsung,1.0
8665,wowwwwwwww my phone broke yet again worst part the screen didnt even crack it just kind of popped out iphone,0.0
8666,summoners war sky arena  #«¥ #android #games #news #ios #apple #iphone,1.0
8667,of course my only phone charger decided to stop working when my phone is at 40 #iphone5 #apple #chargers,0.0
8668,coldest night of 2017 last night 37c guest still happy what a night #amazing #northernlights #bestfriends #bff #iphone #canonpictwittercomvqgrhqek8n,1.0
8669,#android and #iphone apps make your life fun filled if you #music with these #bestapps for music,1.0
8670,m duffy on deckkkkk #gay #gurls #werk #longhair #party #drunk #bars #iphone #leather,1.0
8671,imlegitaf #followsunday #followback #rt #teamfollowback #follow #retweet #iphone keep doing ya thing,1.0
8672,snow leopard messed up #mac mini sound device ton of people facing same issue but no resolution from #apple not about it,1.0
8673,vivoencozumel cray #instagood #tweegram #me #photooftheday #instamood #cute #tbt #iphone #fotosencozumel,1.0
8674,learn fitness #secrets #health and #fitness #ipadgames #verifydjzoodel #yesallwomen #iphone #rt #followback,1.0
8675,missing this #jaccuzi #rooftop #costacanaria #bullhotels #hotel #view #sea #grancanaria #canarieislands #spain#memories #latergram #holiday #missingit #blessed #samsung ,1.0
8676,my first selfie with my new phone #selfie #samsung #galaxynote #teamandroid #summer #blonde,1.0
8677,found donut photo not mineConfusion enjoy thanksgiving treat #cantwait #thanksgiving #canada #banana #apple pictwittercomsqvzmiaqx7,1.0
8678,ios5 check lion update check iphone4s tomorrow check #iphone4s #iphone4ssydney #apple,1.0
8679,not gonna lie using my iphone for my remote to my tv is pretty awesome #samsung #smarttv #awesome,1.0
8680,#may the divine blessing of allah bring you hope faith and joy on #eiduladha and forever eid ul adha #eidmubarak #eidaladha #twitter #marketing #wednesdaymotivation #brands #madrasday #pocof1 #apple #mi #oneplus #oppo #vivo #samsung #nokia #lg #sony #eidaladha2018pictwittercomncc9ly1vob,1.0
8681,my downloaded video in phone is mysteriously missing like after an hour or after a dayor sometimes right after i downloaded it,0.0
8682,life to corea #instagram #summer #instanmoment #look #white #samsung #phone #note3 #spen,1.0
8683,10pcs exquisite squishy random charm in #iphone strap #toys decor #free #shop #style #sales #today #giveawaypictwittercomr43qrkqavc,1.0
8684,gain follower rt this must follow me i follow back follow everyone who rts gain #iphone #sougofollow #ff 6ª,1.0
8685,gongoozlethud #followsunday #followback #rt #teamfollowback #follow #retweet #iphone keep doing ya thing,1.0
8686,my new washingmachine love to play tune Happyfacesmiley #samsung #music,1.0
8687,first candy apple of the season #candy #apple #cheeryflavour #good #longweekend #work,1.0
8688,just here relaxing and chillin whew#sm #smrosales #smile #me #simpleswagg #pmlp #samsung #s4,1.0
8689,also erinfmain could you text me # stupid #iphone broken again and lost all contact,0.0
